CompanyName,Symbol,Sector,Keyword,Index
Netweb Tech India Limited,NETWEB,NS,"NETWEB, Netweb Tech, netweb tech india, Netweb Tech India Company, netweb tech india limited, Netweb Tech India Ltd, Netweb Technologies, Netweb Technologies India, Netweb Technologies India Limited",NIFTY 500
Network18 Media & Inv Limited,NETWORK18,NIFTY MEDIA,"Network 18 Media & Investments, Network 18 Media & Investments Ltd, NETWORK18, Network18 Media & Inv, network18 media & inv, network18 media & inv limited, Network18 Media & Inv Ltd",NI
Neuland Lab Ltd.,NEULANDLAB,"NIFTY MIDSMALL HEALTHCARE, NIFTY500 HEALTHCARE","Neuland Lab, neuland lab, Neuland Lab Limited, neuland lab ltd., Neuland Laboratories, Neuland Laboratories Ltd, NEULANDLAB",NIFTY 500
Newgen Software Tech Limited,NEWGEN,NS,"NEWGEN, newgen software tech, Newgen Software Tech, newgen software tech limited, Newgen Software Tech Ltd, Newgen Software Technologies, Newgen Software Technologies Ltd.",NIFTY 500
Next Mediaworks Limited,NEXTMEDIA,NS,"Next Mediaworks, next mediaworks, next mediaworks limited, Next Mediaworks Ltd, NEXTMEDIA",NI
National Fert. Limited,NFL,NS,"National Fert., national fert., national fert. limited, National Fert. Ltd, National Fertilizers, National Fertilizers Limited, NFL",NI
Nakoda Group of Ind. Limited,NGIL,NS,"Nakoda Group of Ind, nakoda group of ind., nakoda group of ind. limited, Nakoda Group Of Industries, Nakoda Group of Industries Ltd, NGIL",NI
Ngl Fine Chem Limited,NGLFINE,NS,"Ngl Fine Chem, ngl fine chem, ngl fine chem limited, Ngl Fine Chem Ltd, NGLFINE",NI
Narayana Hrudayalaya Ltd.,NH,"NIFTY MIDSMALL HEALTHCARE, NIFTY500 HEALTHCARE","Narayana Hrudayalaya, narayana hrudayalaya, Narayana Hrudayalaya Limited, narayana hrudayalaya ltd., NH",NIFTY 500
Nhpc Limited,NHPC,NS,"nhpc, NHPC, nhpc limited, Nhpc Ltd","NIFTY 200, NIFTY 500"
The New India Assu Co Limited,NIACL,NS,"New India Assurance Company, New India Assurance Company Limited, New India Assurance Company Ltd, NIACL, the new india assu co, The New India Assu Co, the new india assu co limited, The New India Assu Co Ltd",NIFTY 500
Nibe Limited,NIBE,NS,"nibe, NIBE, nibe limited, Nibe Ltd",NI
Nrb Indus. Bearings Ltd.,NIBL,NS,"NIBL, nrb indus. bearings, Nrb Indus. Bearings, Nrb Indus. Bearings Limited, nrb indus. bearings ltd., NRB Industrial Bearings, NRB Industrial Bearings Limited",NI
Niit Limited,NIITLTD,NS,"niit, niit limited, Niit Ltd, NIITLTD",NI
Niit Learning Systems Limited,NIITMTS,NS,"niit learning systems, Niit Learning Systems, niit learning systems limited, Niit Learning Systems Ltd, NIITMTS",NI
Nila Infrastructures Limited,NILAINFRA,NS,"Nila Infrastructures, nila infrastructures, nila infrastructures limited, Nila Infrastructures Ltd, NILAINFRA",NI
Nilkamal Limited,NILKAMAL,NS,"nilkamal, NILKAMAL, nilkamal limited, Nilkamal Ltd",NI
Nintec Systems Limited,NINSYS,NS,"NINSYS, Nintec Systems, nintec systems, nintec systems limited, Nintec Systems Ltd",NI
Indo-National Limited,NIPPOBATRY,NS,"Indo-National, indo-national, indo-national limited, Indo-National Ltd, NIPPOBATRY",NI
Niraj Cement Struc Limited,NIRAJ,NS,"NIRAJ, niraj cement struc, niraj cement struc limited, Niraj Cement Structural Ltd, Niraj Cement Structurals",NI
Niraj Ispat Ind Limited,NIRAJISPAT,NS,"Niraj Ispat Ind, niraj ispat ind, niraj ispat ind limited, Niraj Ispat Ind Ltd, Niraj Ispat Industries, Niraj Ispat Industries Ltd, NIRAJISPAT",NI
Nitco Limited,NITCO,NS,"NITCO, nitco, nitco limited, Nitco Ltd",NI
Nitin Spinners Limited,NITINSPIN,NS,"nitin spinners, Nitin Spinners, nitin spinners limited, Nitin Spinners Ltd, NITINSPIN",NI
Nitiraj Engineers Limited,NITIRAJ,NS,"NITIRAJ, Nitiraj Engg, nitiraj engineers, Nitiraj Engineers, nitiraj engineers limited, Nitiraj Engineers Ltd",NI
Niva Bupa Health Ins Co L,NIVABUPA,NS,"Niva Bupa Health, Niva Bupa Health Ins Co, niva bupa health ins co l, Niva Bupa Health Ins Co Limited, Niva Bupa Health Insurance, Niva Bupa Health Insurance Company, Niva Bupa Health Insurance Company Ltd, NIVABUPA",NIFTY 500
Nk Industries Limited,NKIND,NS,"nk industries, Nk Industries, nk industries limited, Nk Industries Ltd, NKIND",NI
Nlc India Limited,NLCINDIA,NS,"nlc india, nlc india limited, Nlc India Ltd, NLCINDIA",NIFTY 500
Nmdc Ltd.,NMDC,NIFTY METAL,"National Mineral Development Corporation, National Mineral Development Corporation Limited, National Mineral Development Corporation Ltd, NMDC, nmdc, Nmdc Limited, nmdc ltd.","NIFTY 200, NIFTY 500"
Nocil Limited,NOCIL,NS,"nocil, NOCIL, nocil limited, Nocil Ltd",NI
Noida Toll Bridge Co Limited,NOIDATOLL,NS,"Noida Toll Bridge, noida toll bridge co, noida toll bridge co limited, Noida Toll Bridge Co Noida Toll Bridge Co, Noida Toll Bridge Company, Noida Toll Bridge Company Limited, Noida Toll Bridge Company Ltd., NOIDATOLL",NI
Northern Arc Capital Limited,NORTHARC,NS,"NORTHARC, Northern Arc Capital, northern arc capital, northern arc capital limited, Northern Arc Capital Ltd",NI
Nova Agritech Limited,NOVAAGRI,NS,"Nova Agritech, nova agritech, nova agritech limited, Nova Agritech Ltd, NOVAAGRI",NI
Network People Srv Tech L,NPST,NS,"Network People Services Technologies, Network People Services Technologies Limited, Network People Services Technologies Ltd, Network People Srv, Network People Srv Tech, network people srv tech l, Network People Srv Tech Limited, NPST",NI
N R Agarwal Inds Limited,NRAIL,NS,"N R Agarwal Inds, n r agarwal inds, n r agarwal inds limited, N R Agarwal Industries, N R Agarwal Industries Limited, N R Agarwal Industries Ltd, NRAIL",NI
Nrb Bearing Limited,NRBBEARING,NS,"nrb bearing, Nrb Bearing, nrb bearing limited, Nrb Bearing Ltd, NRBBEARING",NI
Nupur Recyclers Limited,NRL,NS,"NRL, Nupur Recyclers, nupur recyclers, nupur recyclers limited, Nupur Recyclers Ltd",NI
Nalwa Sons Investment Limited,NSIL,NS,"nalwa sons investment, Nalwa Sons Investment, nalwa sons investment limited, Nalwa Sons Investment Ltd, Nalwa Sons Investments, NSIL",NI
Nmdc Steel Limited,NSLNISP,NS,"nmdc steel, Nmdc Steel, nmdc steel limited, Nmdc Steel Ltd, NSLNISP",NIFTY 500
Ntpc Limited,NTPC,NS,"ntpc, NTPC, ntpc limited, ntpc ltd, Ntpc Ltd","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500"
Ntpc Green Energy Limited,NTPCGREEN,NS,"ntpc green energy, Ntpc Green Energy, ntpc green energy limited, Ntpc Green Energy Ltd, NTPCGREEN","NIFTY 200, NIFTY 500"
Nucleus Software Exports,NUCLEUS,NS,"NUCLEUS, Nucleus Software Exp, Nucleus Software Exports, nucleus software exports, Nucleus Software Exports Limited, Nucleus Software Exports Ltd",NI
Nuvama Wealth Manage Limited,NUVAMA,NS,"NUVAMA, Nuvama Wealth Manage, nuvama wealth manage, nuvama wealth manage limited, Nuvama Wealth Manage Ltd, Nuvama Wealth Management, Nuvama Wealth Management Limited, Nuvama Wealth Management Ltd",NIFTY 500
Nuvoco Vistas Corp Limited,NUVOCO,NS,"NUVOCO, nuvoco vistas corp, Nuvoco Vistas Corp, nuvoco vistas corp limited, Nuvoco Vistas Corp Ltd, Nuvoco Vistas Corporation, Nuvoco Vistas Corporation Limited, Nuvoco Vistas Corporation Ltd",NIFTY 500
Fsn E Commerce Ventures,NYKAA,NS,"Fsn E Commerce, Fsn E Commerce Ventures, fsn e commerce ventures, Fsn E Commerce Ventures Limited, Fsn E Commerce Ventures Ltd, FSN E-Comm, FSN E-Comm (Nykaa), NYKAA","NIFTY 200, NIFTY 500"
Oriental Aromatics Limited,OAL,NS,"OAL, oriental aromatics, Oriental Aromatics, oriental aromatics limited, Oriental Aromatics Ltd",NI
Orissa Bengal Carrier Limited,OBCL,NS,"OBCL, Orissa Bengal Carrier, orissa bengal carrier, orissa bengal carrier limited, Orissa Bengal Carrier Ltd",NI
Oberoi Realty Limited,OBEROIRLTY,NIFTY REALTY,"oberoi realty, Oberoi Realty, oberoi realty limited, Oberoi Realty Ltd, OBEROIRLTY","NIFTY 200, NIFTY 500"
Occl Limited,OCCLLTD,NS,"occl, occl limited, Occl Ltd, OCCLLTD",NI
Oracle Fin Serv Soft Ltd.,OFSS,"NIFTY IT, NIFTY MIDSMALL IT & TELECOM","OFSS, oracle fin serv soft, Oracle Fin Serv Soft, oracle fin serv soft ltd., Oracle Financial Services Software, Oracle Financial Services Software Limited, Oracle Financial Services Software Ltd","NIFTY 200, NIFTY 500"
Oil India Limited,OIL,NIFTY OIL & GAS,"OIL, oil india, Oil India, oil india limited, Oil India Ltd","NIFTY 200, NIFTY 500"
Oil Country Tubular Limited,OILCOUNTUB,NS,"Oil Country Tubular, oil country tubular, oil country tubular limited, Oil Country Tubular Ltd, OILCOUNTUB",NI
Olectra Greentech Limited,OLECTRA,NS,"OLECTRA, Olectra Greentech, olectra greentech, olectra greentech limited, Olectra Greentech Ltd",NIFTY 500
Omax Autos Limited,OMAXAUTO,NS,"Omax Autos, omax autos, omax autos limited, Omax Autos Ltd, OMAXAUTO",NI
Omaxe Limited,OMAXE,NS,"OMAXE, omaxe, omaxe limited, Omaxe Ltd",NI
Om Freight Forwarders Limited,OMFREIGHT,NS,"Om Freight, Om Freight Forwarders, om freight forwarders, om freight forwarders limited, Om Freight Forwarders Ltd, OMFREIGHT",NI
Om Infra Limited,OMINFRAL,NS,"om infra, Om Infra, om infra limited, Om Infra Ltd, OMINFRAL",NI
One Point One Sol Limited,ONEPOINT,NS,"one point one sol, One Point One Sol, one point one sol limited, One Point One Sol Ltd, One Point One Solutions, One Point One Solutions Limited, One Point One Solutions Ltd, ONEPOINT",NI
Onesource Specl Pharma L,ONESOURCE,"NIFTY MIDSMALL HEALTHCARE, NIFTY500 HEALTHCARE","ONESOURCE, OneSource Specialty Pharma, OneSource Specialty Pharma Limited, OneSource Specialty Pharma Ltd, Onesource Specl Pharma, onesource specl pharma l, Onesource Specl Pharma Limited",NIFTY 500
Oil & Natural Gas Corp.,ONGC,NIFTY OIL & GAS,"oil & natural gas corp., Oil & Natural Gas Corp., Oil & Natural Gas Corp. Limited, Oil & Natural Gas Corp. Ltd, Oil and Natural Gas Corporation, Oil and Natural Gas Corporation Limited, Oil and Natural Gas Corporation Ltd, oil natural gas corporation, oil natural gas corporation ltd, ONGC","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500"
Onmobile Global Ltd.,ONMOBILE,NS,"ONMOBILE, onmobile global, Onmobile Global, Onmobile Global Limited, onmobile global ltd.",NI
Onward Technologies Limited,ONWARDTEC,NS,"Onward Technologies, onward technologies, onward technologies limited, Onward Technologies Ltd, ONWARDTEC",NI
Optiemus Infracom Limited,OPTIEMUS,NS,"OPTIEMUS, optiemus infracom, Optiemus Infracom, optiemus infracom limited, Optiemus Infracom Ltd",NI
Orbit Exports Limited,ORBTEXP,NS,"Orbit Exports, orbit exports, orbit exports limited, Orbit Exports Ltd, ORBTEXP",NI
Orchid Pharma Limited,ORCHPHARMA,NS,"Orchid Pharma, orchid pharma, orchid pharma limited, Orchid Pharma Ltd, ORCHPHARMA",NI
Oriental Trimex Limited,ORIENTALTL,NS,"oriental trimex, Oriental Trimex, oriental trimex limited, Oriental Trimex Ltd, ORIENTALTL",NI
Orient Bell Limited,ORIENTBELL,NS,"Orient Bell, orient bell, orient bell limited, Orient Bell Ltd, ORIENTBELL",NI
Orient Cement Ltd.,ORIENTCEM,NS,"Orient Cement, orient cement, Orient Cement Limited, orient cement ltd., ORIENTCEM",NI
Orient Ceratech Limited,ORIENTCER,NS,"Orient Ceratech, orient ceratech, orient ceratech limited, Orient Ceratech Ltd, ORIENTCER",NI
Orient Electric Limited,ORIENTELEC,NS,"orient electric, Orient Electric, orient electric limited, Orient Electric Ltd, ORIENTELEC",NI
Orient Hotels Limited,ORIENTHOT,NS,"Orient Hotels, orient hotels, orient hotels limited, Orient Hotels Ltd, ORIENTHOT",NI
Orient Press Limited,ORIENTLTD,NS,"Orient Press, orient press, orient press limited, Orient Press Ltd, ORIENTLTD",NI
Orient Paper & Inds Limited,ORIENTPPR,NS,"Orient Paper & Inds, orient paper & inds, orient paper & inds limited, Orient Paper & Inds Ltd, Orient Paper & Industries, Orient Paper & Industries Limited, Orient Paper & Industries Ltd, ORIENTPPR",NI
Orient Technologies Limited,ORIENTTECH,NS,"orient technologies, Orient Technologies, orient technologies limited, Orient Technologies Ltd, ORIENTTECH",NI
Orissa Min Dev Co Limited,ORISSAMINE,NS,"Orissa Min Dev Co, orissa min dev co, orissa min dev co limited, Orissa Min Dev Co Ltd, Orissa Minerals Development Company, Orissa Minerals Development Company Limited, Orissa Minerals Development Company Ltd, ORISSAMINE",NI
Orkla India Limited,ORKLAINDIA,NS,"Orkla India, orkla india, orkla india limited, Orkla India Ltd, ORKLAINDIA",NI
Ortin Global Limited,ORTINGLOBE,NS,"Ortin Global, ortin global, ortin global limited, Ortin Global Ltd, ORTINGLOBE",NI
Oswal Agro Mills Limited,OSWALAGRO,NS,"oswal agro mills, Oswal Agro Mills, oswal agro mills limited, Oswal Agro Mills Ltd, OSWALAGRO",NI
Oswal Greentech Limited,OSWALGREEN,NS,"oswal greentech, Oswal Greentech, oswal greentech limited, Oswal Greentech Ltd, OSWALGREEN",NI
Oswal Pumps Limited,OSWALPUMPS,NS,"oswal pumps, Oswal Pumps, oswal pumps limited, Oswal Pumps Ltd, OSWALPUMPS",NI
Shreeoswal S & Che Limited,OSWALSEEDS,NS,"OSWALSEEDS, Shreeoswal S & Che, shreeoswal s & che, shreeoswal s & che limited, Shreeoswal S & Che Ltd, Shreeoswal Seeds & Chemicals, Shreeoswal Seeds & Chemicals Limited, Shreeoswal Seeds & Chemicals Ltd.",NI
Pace Digitek Limited,PACEDIGITK,NS,"pace digitek, Pace Digitek, pace digitek limited, Pace Digitek Ltd, PACEDIGITK",NI
Page Industries Limited,PAGEIND,NS,"page industries, Page Industries, page industries limited, Page Industries Ltd, PAGEIND","NIFTY 200, NIFTY 500"
Paisalo Digital Limited,PAISALO,NS,"PAISALO, Paisalo Digital, paisalo digital, paisalo digital limited, Paisalo Digital Ltd",NI
Pakka Limited,PAKKA,NS,"pakka, PAKKA, pakka limited, Pakka Ltd",NI
Palash Securities Limited,PALASHSECU,NS,"Palash Securities, palash securities, palash securities limited, Palash Securities Ltd, PALASHSECU",NI
Panacea Biotec Limited,PANACEABIO,NS,"panacea biotec, Panacea Biotec, panacea biotec limited, Panacea Biotec Ltd, PANACEABIO",NI
Panama Petrochem Limited,PANAMAPET,NS,"Panama Petrochem, panama petrochem, panama petrochem limited, Panama Petrochem Ltd, PANAMAPET",NI
Pansari Developers Limited,PANSARI,NS,"PANSARI, pansari developers, Pansari Developers, pansari developers limited, Pansari Developers Ltd",NI
Par Drugs & Chem Limited,PAR,NS,"PAR, Par Drugs & Chem, par drugs & chem, par drugs & chem limited, Par Drugs & Chem Ltd, Par Drugs & Chemicals, Par Drugs & Chemicals Limited, Par Drugs & Chemicals Ltd",NI
Paramount Comm Limited,PARACABLES,NS,"PARACABLES, Paramount Comm, paramount comm, paramount comm limited, Paramount Communications, Paramount Communications Limited, Paramount Communications Ltd",NI
Paradeep Phosphates Limited,PARADEEP,NS,"PARADEEP, paradeep phosphates, Paradeep Phosphates, paradeep phosphates limited, Paradeep Phosphates Ltd",NI
Parag Milk Foods Ltd.,PARAGMILK,NS,"Parag Milk Foods, parag milk foods, Parag Milk Foods Limited, parag milk foods ltd., PARAGMILK",NI
Paras Def & Spce Tech L,PARAS,NS,"PARAS, Paras Def & Spce Tech, paras def & spce tech l, Paras Def & Spce Tech Limited, Paras Def & Spce Tech Ltd, Paras Defence and Space Technologies, Paras Defence and Space Technologies Limited, Paras Defence and Space Technologies Ltd",NI
Paras Petrofils Ltd.,PARASPETRO,NS,"Paras Petrofils, paras petrofils, Paras Petrofils Limited, paras petrofils ltd., PARASPETRO",NI
Parkhotels,PARKHOTELS,NS,"Apeejay Surrendra Park Hotels, Apeejay Surrendra Park Hotels Ltd, parkhotels, PARKHOTELS, Parkhotels",NI
Parsvnath Developer Limited,PARSVNATH,NS,"PARSVNATH, Parsvnath Developer, parsvnath developer, parsvnath developer limited, Parsvnath Developer Ltd",NI
Pashupati Cotspin Limited,PASHUPATI,NS,"PASHUPATI, pashupati cotspin, Pashupati Cotspin, pashupati cotspin limited, Pashupati Cotspin Ltd",NI
Pasupati Acrylon Limited,PASUPTAC,NS,"Pasupati Acrylon, pasupati acrylon, pasupati acrylon limited, Pasupati Acrylon Ltd, PASUPTAC",NI
Patanjali Foods Limited,PATANJALI,NIFTY FMCG,"PATANJALI, Patanjali Foods, patanjali foods, patanjali foods limited, Patanjali Foods Ltd","NIFTY 200, NIFTY 500"
Patel Engineering Ltd.,PATELENG,NS,"Patel Engineering, patel engineering, Patel Engineering Limited, patel engineering ltd., PATELENG",NI
Patel Retail Limited,PATELRMART,NS,"Patel Retail, patel retail, patel retail limited, Patel Retail Ltd, PATELRMART",NI
Patel Int. Log. Limited,PATINTLOG,NS,"Patel Int. Log, patel int. log., patel int. log. limited, Patel Int. Log. Ltd, Patel Integrated Logistics, Patel Integrated Logistics Limited, Patel Integrated Logistics Ltd, PATINTLOG",NI
Paushak Limited,PAUSHAKLTD,NS,"paushak, paushak limited, Paushak Ltd, PAUSHAKLTD",NI
Pavna Industries Limited,PAVNAIND,NS,"Pavna Industries, pavna industries, pavna industries limited, Pavna Industries Ltd, PAVNAIND",NI
One 97 Communications Limited,PAYTM,"NIFTY FINANCIAL SERVICES EX-BANK, NIFTY MIDSMALL FINANCIAL SERVICES","One 97 Communications, one 97 communications, one 97 communications limited, One 97 Communications Ltd, One 97 Communications Paytm, One 97 Communications Paytm Limited, One 97 Communications Paytm Ltd, PAYTM","NIFTY 200, NIFTY 500"
Pcbl Chemical Limited,PCBL,NIFTY CHEMICALS,"PCBL, pcbl chemical, Pcbl Chemical, pcbl chemical limited, Pcbl Chemical Ltd",NIFTY 500
Pc Jeweller Limited,PCJEWELLER,NS,"pc jeweller, Pc Jeweller, pc jeweller limited, Pc Jeweller Ltd, PCJEWELLER",NI
Pudumjee Paper Pro. Limited,PDMJEPAPER,NS,"PDMJEPAPER, Pudumjee Paper, Pudumjee Paper Pro, pudumjee paper pro., pudumjee paper pro. limited, Pudumjee Paper Pro. Ltd, Pudumjee Paper Products, Pudumjee Paper Products Limited, Pudumjee Paper Products Ltd",NI
Pds Limited,PDSL,NS,"pds, pds limited, Pds Ltd, PDSL",NI
Pearl Polymers Limited,PEARLPOLY,NS,"Pearl Polymers, pearl polymers, pearl polymers limited, Pearl Polymers Ltd, PEARLPOLY",NI
Pennar Industries Limited,PENIND,NS,"PENIND, pennar industries, Pennar Industries, pennar industries limited, Pennar Industries Ltd",NI
Peninsula Land Limited,PENINLAND,NS,"PENINLAND, peninsula land, Peninsula Land, peninsula land limited, Peninsula Land Ltd",NI
Persistent Systems Limited,PERSISTENT,"NIFTY IT, NIFTY MIDSMALL IT & TELECOM","PERSISTENT, Persistent Systems, persistent systems, persistent systems limited, Persistent Systems Ltd","NIFTY 200, NIFTY 500"
Petronet Lng Limited,PETRONET,NIFTY OIL & GAS,"PETRONET, petronet lng, Petronet Lng, petronet lng limited, Petronet Lng Ltd",NIFTY 500
Power Fin Corp Ltd.,PFC,"NIFTY FINANCIAL SERVICES 25/50, NIFTY FINANCIAL SERVICES EX-BANK","PFC, power fin corp, Power Fin Corp, Power Fin Corp Limited, power fin corp ltd., power finance corporation, Power Finance Corporation, Power Finance Corporation Limited","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY FINANCIAL SERVICES, NIFTY NEXT 50"
Pfizer Limited,PFIZER,"NIFTY MIDSMALL HEALTHCARE, NIFTY500 HEALTHCARE","PFIZER, pfizer, pfizer limited, Pfizer Ltd",NIFTY 500
Prime Focus Limited,PFOCUS,NIFTY MEDIA,"PFOCUS, Prime Focus, prime focus, prime focus limited, Prime Focus Ltd",NI
Ptc India Fin Serv Limited,PFS,NS,"PFS, ptc india fin serv, Ptc India Fin Serv, ptc india fin serv limited, Ptc India Fin Serv Ltd, PTC India Financial Services, PTC India Financial Services Limited, PTC India Financial Services Ltd",NI
Pg Electroplast Limited,PGEL,NIFTY CONSUMER DURABLES,"Pg Electroplast, pg electroplast, pg electroplast limited, Pg Electroplast Ltd, PGEL",NIFTY 500
P&G Hygiene & Health Care,PGHH,NS,"p&g hygiene & health care, PGHH, Procter & Gamble Hygiene, Procter & Gamble Hygiene and Health Care, Procter & Gamble Hygiene and Health Care Limited, Procter & Gamble Hygiene and Health Care Ltd",NIFTY 500
Procter & Gamble Health L,PGHL,NS,"PGHL, Procter & Gamble Health, procter & gamble health l, Procter & Gamble Health Limited, Procter & Gamble Health Ltd",NI
Pearl Global Ind Limited,PGIL,NS,"pearl global ind, pearl global ind limited, Pearl Global Industries, Pearl Global Industries Limited, Pearl Global Industries Ltd, PGIL",NI
The Phoenix Mills Limited,PHOENIXLTD,NIFTY REALTY,"Phoenix Mills, PHOENIXLTD, The Phoenix Mills, the phoenix mills, the phoenix mills limited, The Phoenix Mills Ltd","NIFTY 200, NIFTY 500"
Piccadily Agro Industri L,PICCADIL,NS,"PICCADIL, Piccadily Agro Industri, piccadily agro industri l, Piccadily Agro Industri Limited, Piccadily Agro Industri Ltd, Piccadily Agro Industries, Piccadily Agro Industries Limited, Piccadily Agro Industries Ltd",NI
Pidilite Industries Limited,PIDILITIND,NIFTY CHEMICALS,"Pidilite Industries, pidilite industries, pidilite industries limited, Pidilite Industries Ltd, PIDILITIND","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY NEXT 50"
Pi Industries Limited,PIIND,NIFTY CHEMICALS,"Pi Industries, pi industries, pi industries limited, Pi Industries Ltd, PIIND","NIFTY 200, NIFTY 500"
Pilani Inv & Ind Cor Limited,PILANIINVS,NS,"Pilani Inv & Ind Cor, pilani inv & ind cor, pilani inv & ind cor limited, Pilani Inv & Ind Cor Limited, Pilani Investment & Ind, Pilani Investment and Industries Corporation Ltd., Pilani Investment Industries, Pilani Investment Industries Corporation, Pilani Investment Industries Corporation Ltd, PILANIINVS",NI
Pil Italica Lifestyle Limited,PILITA,NS,"pil italica lifestyle, Pil Italica Lifestyle, pil italica lifestyle limited, Pil Italica Lifestyle Ltd, PILITA",NI
Pine Labs Limited,PINELABS,NS,"Pine Labs, pine labs, pine labs limited, Pine Labs Ltd, PINELABS",NI
Pioneer Embroideries Limited,PIONEEREMB,NS,"pioneer embroideries, Pioneer Embroideries, pioneer embroideries limited, Pioneer Embroideries Ltd, PIONEEREMB",NI
Piramal Finance Limited,PIRAMALFIN,NS,"Piramal Finance, piramal finance, piramal finance limited, Piramal Finance Ltd, PIRAMALFIN",NI
Pitti Engineering Limited,PITTIENG,NS,"Pitti Engineering, pitti engineering, pitti engineering limited, Pitti Engineering Ltd, PITTIENG",NI
Pix Transmissions Limited,PIXTRANS,NS,"Pix Transmissions, pix transmissions, pix transmissions limited, Pix Transmissions Ltd, PIXTRANS",NI
Plastiblends India Limited,PLASTIBLEN,NS,"PLASTIBLEN, plastiblends india, Plastiblends India, plastiblends india limited, Plastiblends India Ltd",NI
Platinum Industries Limited,PLATIND,NS,"PLATIND, platinum industries, Platinum Industries, platinum industries limited, Platinum Industries Ltd",NI
Plaza Wires Limited,PLAZACABLE,NS,"plaza wires, Plaza Wires, plaza wires limited, Plaza Wires Ltd, PLAZACABLE",NI
Punjab National Bank,PNB,NIFTY PSU BANK,"PNB, Punjab National Bank, punjab national bank","NIFTY 100, NIFTY 200, NIFTY 500, NIFTY BANK, NIFTY NEXT 50"
Pnb Gilts Limited,PNBGILTS,NS,"pnb gilts, Pnb Gilts, pnb gilts limited, Pnb Gilts Ltd, PNBGILTS",NI
Pnb Housing Fin Ltd.,PNBHOUSING,"NIFTY FINANCIAL SERVICES EX-BANK, NIFTY MIDSMALL FINANCIAL SERVICES","pnb housing fin, pnb housing fin ltd., Pnb Housing Fin Ltd. Pnb Housing Fin, PNB Housing Finance, PNB Housing Finance Ltd, PNBHOUSING",NIFTY 500
Pnc Infratech Ltd.,PNCINFRA,NS,"Pnc Infratech, pnc infratech, Pnc Infratech Limited, pnc infratech ltd., PNCINFRA",NI
P N Gadgil Jewellers Limited,PNGJL,NS,"p n gadgil jewellers, P N Gadgil Jewellers, p n gadgil jewellers limited, P N Gadgil Jewellers Ltd, PNGJL",NI
Pondy Oxides & Chem Limited,POCL,NS,"POCL, Pondy Oxides & Chem, pondy oxides & chem, pondy oxides & chem limited, Pondy Oxides & Chem Ltd, Pondy Oxides & Chemicals, Pondy Oxides & Chemicals Limited, Pondy Oxides & Chemicals Ltd",NI
Poddar Pigments Limited,PODDARMENT,NS,"Poddar Pigments, poddar pigments, poddar pigments limited, Poddar Pigments Ltd, PODDARMENT",NI
Pokarna Limited,POKARNA,NS,"POKARNA, pokarna, pokarna limited, Pokarna Ltd",NI
Pb Fintech Limited,POLICYBZR,"NIFTY FINANCIAL SERVICES EX-BANK, NIFTY MIDSMALL FINANCIAL SERVICES","pb fintech, Pb Fintech, pb fintech limited, Pb Fintech Ltd, POLICYBZR","NIFTY 200, NIFTY 500"
Polycab India Limited,POLYCAB,NS,"POLYCAB, polycab india, Polycab India, polycab india limited, Polycab India Ltd","NIFTY 200, NIFTY 500"
Poly Medicure Limited,POLYMED,"NIFTY MIDSMALL HEALTHCARE, NIFTY500 HEALTHCARE","poly medicure, Poly Medicure, poly medicure limited, Poly Medicure Ltd, POLYMED",NIFTY 500
Polyplex Corporation Limited,POLYPLEX,NS,"POLYPLEX, polyplex corporation, Polyplex Corporation, polyplex corporation limited, Polyplex Corporation Ltd",NI
Ponnie Sugars (Erode) Limited,PONNIERODE,NS,"ponnie sugars (erode), Ponnie Sugars (Erode), ponnie sugars (erode) limited, Ponnie Sugars (Erode) Ltd, Ponnie Sugars Erode, PONNIERODE",NI
Poonawalla Fincorp Limited,POONAWALLA,NS,"POONAWALLA, Poonawalla Fincorp, poonawalla fincorp, poonawalla fincorp limited, Poonawalla Fincorp Ltd",NIFTY 500
Power Grid Corp. Ltd.,POWERGRID,NS,"power grid corp., Power Grid Corp., Power Grid Corp. Limited, Power Grid Corp. Ltd, power grid corp. ltd., Power Grid Corporation, Power Grid Corporation Ltd, power grid corporation of india, Power Grid Corporation of India, power grid corporation of india ltd, POWERGRID","NIFTY 100, NIFTY 200, NIFTY 50, NIFTY 500"
Hitachi Energy India Limited,POWERINDIA,NS,"Hitachi Energy India, hitachi energy india, hitachi energy india limited, Hitachi Energy India Ltd, POWERINDIA","NIFTY 200, NIFTY 500"
Power Mech Projects Ltd.,POWERMECH,NS,"power mech projects, Power Mech Projects, Power Mech Projects Limited, power mech projects ltd., POWERMECH",NI
Ppap Automotive Limited,PPAP,NS,"PPAP, Ppap Automotive, ppap automotive, ppap automotive limited, Ppap Automotive Ltd",NI
Prakash Pipes Limited,PPL,NS,"PPL, prakash pipes, Prakash Pipes, prakash pipes limited, Prakash Pipes Ltd",NI
Piramal Pharma Limited,PPLPHARMA,"NIFTY HEALTHCARE INDEX, NIFTY MIDSMALL HEALTHCARE, NIFTY PHARMA, NIFTY500 HEALTHCARE","Piramal Pharma, piramal pharma, piramal pharma limited, Piramal Pharma Ltd, PPLPHARMA",NIFTY 500
Prabha Energy Limited,PRABHA,NS,"PRABHA, Prabha Energy, prabha energy, prabha energy limited, Prabha Energy Ltd",NI
