CompanyName,Symbol,SECURITY_ID
Total Transport Sys Limited,TOTAL,22423
Touchwood Entertain Ltd.,TOUCHWOOD,16908
Teamo Productions Hq Limited,TPHQ,16996
Tpl Plastech Limited,TPLPLASTEH,9219
Tracxn Technologies Limited,TRACXN,11582
Transrail Lighting Limited,TRANSRAILL,28714
Transworld Ship Lines Limited,TRANSWORLD,3129
Travel Food Services Limited,TRAVELFOOD,757545
Tree House Edu Limited,TREEHOUSE,25082
Transindia Real Estate L,TREL,17795
Trent Limited,TRENT,1964
Trf Limited,TRF,17987
Trident Limited,TRIDENT,9685
Triveni Turbine Limited,TRITURBINE,25584
Triveni Engg. & Inds. Limited,TRIVENI,13081
Trucap Finance Limited,TRU,9378
Trualt Bioenergy Limited,TRUALT,759210
Tsf Investments Limited,TSFINV,2183
Ttk Healthcare Limited,TTKHLTCARE,11369
Ttk Prestige Limited,TTKPRESTIG,3546
T T Limited,TTL,14314
Tata Teleserv(Maharastra),TTML,8954
Tvs Electronics Limited,TVSELECT,11265
Tvs Holdings Limited,TVSHLTD,29008
Tvs Motor Company Limited,TVSMOTOR,8479
Tvs Supply Chain Sol L,TVSSCS,18151
Tvs Srichakra Limited,TVSSRICHAK,14245
Tv Today Network Limited,TVTODAY,11275
Tv Vision Limited,TVVISION,18504
United Breweries Limited,UBL,16713
Ucal Limited,UCAL,3570
Uco Bank,UCOBANK,11223
Updater Services Limited,UDS,19113
United Foodbrands Limited,UFBL,3127
Uflex Limited,UFLEX,1053
Ufo Moviez India Ltd.,UFO,9039
The Ugar Sugar Works Limited,UGARSUGAR,19578
Ugro Capital Limited,UGROCAP,5313
Ujjivan Small Financ Bank,UJJIVANSFB,15228
Ultratech Cement Limited,ULTRACEMCO,11532
Uma Exports Limited,UMAEXPORTS,8842
Usha Martin Edu & Sol Limited,UMESLTD,19142
Umiya Buildcon Limited,UMIYA-MRO,8998
Unichem Laboratories Limited,UNICHEMLAB,3579
United Drilling Tools Limited,UNIDT,201
Unicommerce Esolutions L,UNIECOM,24809
Uniphos Enterprises Limited,UNIENTER,11293
Uniinfo Telecom Servi Limited,UNIINFO,7791
Unimech Aerospace N Mfg L,UNIMECH,28960
Union Bank of India,UNIONBANK,10753
Uniparts India Limited,UNIPARTS,13057
United Spirits Limited,UNITDSPR,10447
Unitech Limited,UNITECH,3594
United Nilgiri Tea Limited,UNITEDTEA,17999
Univastu India Limited,UNIVASTU,18977
Universal Cables Limited,UNIVCABLES,3607
Universus Imagings Limited,UNIVPHOTO,17659
Uno Minda Limited,UNOMINDA,14154
Upl Limited,UPL,11287
Uravi Defence &Tech Limited,URAVIDEF,17071
Urban Company Limited,URBANCO,759084
Urja Global Limited,URJA,20203
Usha Martin Ltd.,USHAMART,8840
Udayshivakumar Infra Limited,USK,14871
Uti Asset Mngmt Co Limited,UTIAMC,527
Utkarsh Small Fin Bank L,UTKARSHBNK,17358
Fujiyama Power Systems L,UTLSOLAR,759876
Uttam Sugar Mills Ltd.,UTTAMSUGAR,13376
V2 Retail Limited,V2RETAIL,14766
Vadilal Industries Limited,VADILALIND,24196
Vaibhav Global Limited,VAIBHAVGBL,11364
Vaishali Pharma Limited,VAISHALI,16589
Vakrangee Limited,VAKRANGEE,13342
Valiant Laboratories Limited,VALIANTLAB,19218
Valiant Organics Limited,VALIANTORG,330
Vardhaman Acrylics Limited,VARDHACRLC,11220
Vardhman Polytex Ltd.,VARDMNPOLY,3646
Varroc Engineering Ltd.,VARROC,3857
Vascon Engineers Limited,VASCONEQ,18110
Vaswani Ind Limited,VASWANI,25340
Varun Beverages Limited,VBL,18921
Vedanta Limited,VEDL,3063
Veedol Corporation Limited,VEEDOL,14019
Venky S (India) Limited,VENKEYS,3757
Ventive Hospitality Limited,VENTIVE,28847
Venus Pipes & Tubes Limited,VENUSPIPES,9592
Venus Remedies Limited,VENUSREM,13859
Veranda Learning Sol Limited,VERANDA,8890
Vertoz Limited,VERTOZ,18863
Vesuvius India Limited,VESUVIUS,3676
Veto Switchgear Cable Limited,VETO,8652
Varvee Global Limited,VGL,13771
V-Guard Ind Ltd.,VGUARD,15362
Vardhman Holdings Limited,VHL,11892
Vidhi Spclty F Ingrdnts L,VIDHIING,13536
Vijaya Diagnostic Cen Limited,VIJAYA,5585
Viji Finance Limited,VIJIFIN,17691
Vikas Ecotech Limited,VIKASECO,25756
Vikas Lifecare Limited,VIKASLIFE,9931
Vikram Solar Limited,VIKRAMSOLR,759453
Vikran Engineering Limited,VIKRAN,758973
Vimta Labs Limited,VIMTALABS,13101
Vinati Organics Limited,VINATIORGA,17364
Vintage Coffee N Bvrgs L,VINCOFE,25835
Vindhya Telelinks Limited,VINDHYATEL,3694
Vineet Laboratories Limited,VINEETLAB,3807
Vinny Overseas Limited,VINNY,12490
Vinyl Chemicals (I) Ltd.,VINYLINDIA,16821
Vip Clothing Limited,VIPCLOTHNG,14843
Vip Industries Limited,VIPIND,3703
Vipul Limited,VIPULLTD,8424
Visaka Industries Limited,VISAKAIND,4221
Vishnu Chemicals Limited,VISHNU,6908
Vishwaraj Sugar Ind Limited,VISHWARAJ,13702
Visagar Polytex Limited,VIVIDHA,29877
Vl E Gov & It Sol Limited,VLEGOV,18012
Vls Finance Limited,VLSFINANCE,3715
Vmart Retail Limited,VMART,29284
Vishal Mega Mart Limited,VMM,27969
Vms Tmt Limited,VMSTMT,759152
Voltamp Transformers Limited,VOLTAMP,13577
Voltas Limited,VOLTAS,3718
Vishnu Prakash R Pungli L,VPRPL,18341
Vraj Iron & Steel Limited,VRAJ,24321
Vrl Logistics Limited,VRLLOG,8696
Vardhman Spc Steel Limited,VSSL,27067
Vst Industries Limited,VSTIND,3724
Vibhor Steel Tubes Limited,VSTL,22730
Vst Tillers Tractors Limited,VSTTILLERS,24292
Vardhman Textiles Limited,VTL,2073
Waaree Energies Limited,WAAREEENER,25907
Waaree Renewable Tech Limited,WAAREERTL,756038
Va Tech Wabag Limited,WABAG,20188
Walchandnagar Industries,WALCHANNAG,3736
Wanbury Limited,WANBURY,14063
Western Carriers (Ind) L,WCIL,25403
Wealth Frst Port. Mg. Limited,WEALTH,1923
Weizmann Limited,WEIZMANIND,3748
Wonder Electricals Limited,WEL,7835
Welspun Corp Limited,WELCORP,11821
Welspun Enterprises Ltd.,WELENT,11626
Welspun Inv & Comm Limited,WELINV,19800
Welspun Living Limited,WELSPUNLIV,11253
Wendt (India) Limited,WENDT,4235
Westlife Foodworld Limited,WESTLIFE,11580
Wework India Management L,WEWORK,759434
Wheels India Limited,WHEELS,3766
Whirlpool of India Limited,WHIRLPOOL,18011
Williamson Magor,WILLAMAGOR,3772
Windlas Biotech Limited,WINDLAS,5366
Windsor Machines Limited,WINDMACHIN,24969
The Western India Ply Limited,WIPL,20481
Wipro Limited,WIPRO,3787
Wockhardt Limited,WOCKPHARMA,7506
Wonderla Holidays Ltd.,WONDERLA,3002
Worth Peripherals Limited,WORTHPERI,22277
W.S.Industries (I) Ltd.,WSI,14828
West Coast Paper Mills Lt,WSTCSTPAPR,3799
Xchanging Solutions Limited,XCHANGING,11705
Xpro India Limited,XPROINDIA,11407
Xtglobal Infotech Limited,XTGLOBAL,25235
Yasho Industries Limited,YASHO,18131
Yatharth Hosp & Tra C S L,YATHARTH,17738
Yatra Online Limited,YATRA,18760
Yes Bank Limited,YESBANK,11915
Yuken India Limited,YUKEN,5501
Zaggle Prepa Ocean Ser L,ZAGGLE,18608
Zee Entertainment Ent Limited,ZEEL,3812
Zee Learn Limited,ZEELEARN,20852
Zee Media Corporation Limited,ZEEMEDIA,14003
Zenith Exports Limited,ZENITHEXPO,4176
Zensar Technologies Limited,ZENSARTECH,1076
Zen Technologies Limited,ZENTEC,7508
Zf Com Ve Ctr Sys Ind Limited,ZFCVINDIA,16915
Zim Laboratories Limited,ZIMLAB,12384
Zodiac Energy Limited,ZODIAC,7129
Zodiac Clothing Co. Ltd.,ZODIACLOTH,3821
Zota Health Care Limited,ZOTA,11394
Zuari Agro Chemicals Limited,ZUARI,29050
Zuari Industries Limited,ZUARIIND,3827
Zydus Lifesciences Limited,ZYDUSLIFE,7929
Zydus Wellness Limited,ZYDUSWELL,17635
